Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,Basin,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,Mean.Pred.Crustacean,SD.Pred.Amphipod,SD.Pred.Gastropod,SD.Pred.Isopod,SD.Pred.Lettuce,SD.Pred.Shrimp,SD.Pred.Squid,SD.Pred.Crustacean,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,SE.Pred.Crustacean,Median.Mesograzer.Size.unw,SD.Median.Mesograzer.Size.unw,SE.Median.Mesograzer.Size.unw,Median.Mesograzer.Size.w,SD.Median.Mesograzer.Size.w,SE.Median.Mesograzer.Size.w,Median.Crustacean.Size.unw,SD.Median.Crustacean.Size.unw,SE.Median.Crustacean.Size.unw,Median.Crustacean.Size.w,SD.Median.Crustacean.Size.w,SE.Median.Crustacean.Size.w,Average.Crustacean.Size.unw,SD.Average.Crustacean.Size.unw,SE.Average.Crustacean.Size.unw,Average.Crustacean.Size.w,SD.Average.Crustacean.Size.w,SE.Average.Crustacean.Size.w,Median.Gammarid.Size.unw,SD.Median.Gammarid.Size.unw,SE.Median.Gammarid.Size.unw,Median.Gammarid.Size.w,SD.Median.Gammarid.Size.w,SE.Median.Gammarid.Size.w,Average.Gammarid.Size.unw,SD.Average.Gammarid.Size.unw,SE.Average.Gammarid.Size.unw,Average.Gammarid.Size.w,SD.Average.Gammarid.Size.w,SE.Average.Gammarid.Size.w,Median.Isopod.Size.unw,SD.Median.Isopod.Size.unw,SE.Median.Isopod.Size.unw,Median.Isopod.Size.w,SD.Median.Isopod.Size.w,SE.Median.Isopod.Size.w,Average.Isopod.Size.unw,SD.Average.Isopod.Size.unw,SE.Average.Isopod.Size.unw,Average.Isopod.Size.w,SD.Average.Isopod.Size.w,SE.Average.Isopod.Size.w,Median.Gastropod.Size.unw,SD.Median.Gastropod.Size.unw,SE.Median.Gastropod.Size.unw,Median.Gastropod.Size.w,SD.Median.Gastropod.Size.w,SE.Median.Gastropod.Size.w,Average.Gastropod.Size.unw,SD.Average.Gastropod.Size.unw,SE.Average.Gastropod.Size.unw,Average.Gastropod.Size.w,SD.Average.Gastropod.Size.w,SE.Average.Gastropod.Size.w
LI,LI.1,1,Site 1 (Landscape Lab),Atlantic,West.Atlantic,West,2014,40.85762,-72.45119,2,September,9/29/2014,20.3,31.4,12.4,Shallow.Subtidal,1,15.075,84.565,0,0.68,4.72,0.0614,,298.2054066,171.4838377,39.34109047,3.182643809,0.434061646,2.708340715,2.584783102,2.415118933,0.16966417,0,0.474303094,0,0.697081839,0.201030597,0.550690212,0.562397614,0.537570001,0.096824001,0,0.200484451,0,3.117444757,0.899036162,2.462761498,2.515118591,2.404086128,0.433010097,0,0.896593724,0,1.047354563,0.262164538,0.769294653,0.769294653,0.743112164,0.026182488,0,0.278059911,0,0.301908807,0.13690427,0.205881079,0.205881079,0.197822519,0.017321543,0,0.136223306,0,1.350177229,0.61225451,0.920728174,0.920728174,0.884689198,0.077464297,0,0.609209145,0,1.65,0.181731439,0.812727701,7,0.269496222,0.136326964,0.030483636,0,0,0,0.277006002,0.134536292,0.030083229,39.85282,24.93701298,5.576085617,0.433,11.368,43.233,0.037430638,2.466912837,6.305003109,0.008369745,0.55161848,1.409841555,LI,LI.1,480.9,0,99.85,0,0,580.75,99.85,480.9,248.4325917,0,52.02228773,0,0,52.02228773,248.4325917,55.55121629,0,11.63253717,0,0,11.63253717,55.55121629,1.758885308,35.64000092,0.142057519,0.142057519,0.03259023,0.572266406,NA,NA,NA,0.4,1,1,1,NA,NA,NA,0.50262469,0,0,0,NA,NA,NA,0.112390297,0,0,0,1.57,0.84048858,0.18793896,1.42,0.711262776,0.159043192,1.55,0.851932787,0.190497962,1.375,0.701033072,0.15675576,1.586666667,0.851307903,0.190358234,1.482880952,0.747683194,0.167187045,1.322222222,0.333529354,0.078613623,1.238888889,0.350023342,0.082501293,1.325925926,0.334811537,0.078915836,1.284876543,0.334441543,0.078828628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,0.250998008,0.102469508,1.6,0.309838668,0.126491106,1.55,0.250998008,0.102469508,1.566666667,0.265832027,0.108525471
LI,LI.2,2,"Site 2 (Tiana Beach, Summer)",Atlantic,West.Atlantic,West,2014,40.83158,-72.54082,2,September,9/29/2014,18.8,30,11.8,Shallow.Subtidal,1.5,21.6,77.965,0,0.79,4.97,0.0398,Missing all epibiota data from timepoint 1,323.083779,85.33322583,19.08108937,6.05266916,0.18670872,5.856726829,5.808414157,5.808414157,0,0.017888354,0.195942331,0,1.036069722,0.063319744,1.016742655,1.021069458,1.021069458,0,0.010064459,0.065292261,0,4.516123216,0.276004367,4.431878484,4.45073858,4.45073858,0,0.043869962,0.284602367,0,2.169964998,0.332502039,1.827453212,1.786938369,1.786938369,0,0.040514843,0.342511786,0,0.317933901,0.220622196,0.293988737,0.302305637,0.302305637,0,0.036445625,0.221691227,0,1.348879305,0.936020706,1.247288576,1.282574194,1.282574194,0,0.154625692,0.940556218,0,2.888888889,0.290243181,1.231397527,13,0.087383663,0.031334212,0.007188561,0,0,0,0.092665848,0.033650325,0.007719914,3.2509,2.352734584,0.55454486,0.447,12.593,48.045,0.036863903,2.346726948,8.189636262,0.008243019,0.524744098,1.831258339,LI,LI.2,257.925,0,103.175,0,0,361.1,103.175,257.925,89.41406857,0,47.90925496,0,0,47.90925496,89.41406857,19.99359355,0,10.71283508,0,0,10.71283508,19.99359355,1.509795156,34.05775518,0.284589962,0.284589962,0.06363625,0.367007614,NA,NA,NA,0.105263158,1,0.777777778,1,NA,NA,NA,0.315301768,0,0.427792632,0,NA,NA,NA,0.072335186,0,0.10083169,0,1.677777778,0.582646655,0.137331134,1.311111111,0.651594324,0.153582255,1.544444444,0.245482052,0.057860675,1.2,0.274397736,0.064676167,1.68962963,0.337148537,0.079466672,1.33954393,0.235825207,0.055584534,1.494444444,0.215494567,0.050792557,1.188888889,0.26983413,0.063600514,1.594814815,0.270342852,0.063720421,1.296759173,0.208522725,0.049149278,3,1.414213562,1,3,1.414213562,1,3,1.414213562,1,3,1.414213562,1,1.936363636,1.273791763,0.384062667,1.872727273,1.272863629,0.383782824,1.942424242,1.271140425,0.383263259,1.915151515,1.271098706,0.38325068
MA,MA.A,A,Dorothy Cove,Atlantic,West.Atlantic,West,2011,42.42014,-70.91544,1,June,6/15/2014,15.1,32.35,15.25,Shallow.Subtidal,1,1.66,65.75,0,0.74,4.87,-0.0115,,214.8586707,95.70192735,21.39960151,10.90481202,10.31514094,0.58967108,0,0,0,0.083972443,0,0,1.348597775,1.316425171,0.119800246,0,0,0,0.03014186,0,0,6.031112599,5.887232341,0.535762989,0,0,0,0.134798498,0,0,0.487627976,0,0.487627976,0,0,0,0.487627976,0,0,0.175033784,0,0.175033784,0,0,0,0.175033784,0,0,0.782774878,0,0.782774878,0,0,0,0.782774878,0,0,2.35,0.254175654,1.136708082,6,0.019388689,0.011645215,0.002603949,0,0,0,0.019388689,0.011645215,0.002603949,NA,NA,NA,0.4315,16.461,58.197,0.051837296,8.375597324,8.712087852,0.011591172,1.872840497,1.948082066,MA,MA.A,629,0,192.4473684,0,0,821.4473684,192.4473684,629,352.1591733,0,74.72596134,0,0,74.72596134,352.1591733,80.79085518,0,17.14331126,0,0,17.14331126,80.79085518,1.56806016,35.93935432,0.281458657,0.281458657,0.062936069,0.167364942,0.65,0.210526316,0.421052632,0.266666667,NA,0.6,0.55,0.489360485,0.418853908,0.507257274,0.457737708,NA,0.50262469,0.394034463,0.109424331,0.096091677,0.1163728,0.118187368,NA,0.112390297,0.088108784,1.79,0.219808529,0.049150681,1,0,0,1.71875,0.757380354,0.189345088,1.79375,1.123369188,0.280842297,1.95625,0.729253169,0.182313292,1.872237103,0.825952578,0.206488144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,4,0,0,4,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA,MA.B,B,Niles Beach,Atlantic,West.Atlantic,West,2014,42.59697,-70.6556,1,June,6/18/2014,14.8,32.15,15,Shallow.Subtidal,1.5,NA,NA,NA,0.89,5.56,0.0093,,318.3091419,107.3245773,23.99850506,11.29319569,8.29807457,2.99512112,1.688306269,0,1.688306269,0.029406611,0,0,1.121792261,1.004662481,0.319567409,0.254445856,0,0.254445856,0.016912072,0,0,5.016807503,4.492987205,1.429148901,1.137916461,0,1.137916461,0.075633084,0,0,1.006974302,0,1.006974302,0.894440368,0,0.894440368,0.112533934,0,0,0.170103443,0,0.170103443,0.151645159,0,0.151645159,0.074937648,0,0,0.760725724,0,0.760725724,0.678177767,0,0.678177767,0.335131348,0,0,3.5,0.170139262,0.76088591,7,0.015250881,0.00526717,0.001177775,0,0,0,0.015250881,0.00526717,0.001177775,0,0,0,0.496,8.956,39.98975,0.060732372,2.840323184,8.961545695,0.013580171,0.635115572,2.003862536,MA,MA.B,155.5,0,115.2105263,0,0,270.7105263,115.2105263,155.5,54.68419434,0,46.95574624,0,0,46.95574624,54.68419434,12.54541458,0,10.77238698,0,0,10.77238698,12.54541458,1.998453349,34.9372921,0.337348904,0.337348904,0.075433508,0.138158709,0.533333333,0.052631579,0.333333333,0.133333333,NA,0.421052632,0.394736842,0.516397779,0.229415734,0.48507125,0.351865775,NA,0.507257274,0.42749098,0.133333333,0.052631579,0.11433239,0.090851353,NA,0.1163728,0.098073157,1.835,0.181441596,0.040571574,1.05,0.127733275,0.028562029,1.865,0.29607076,0.066203434,1.71,0.44355027,0.099180856,2.047166667,0.320157627,0.071589422,1.87765832,0.339022402,0.075807714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,1.154700538,0.666666667,3.333333333,1.154700538,0.666666667,3.333333333,1.154700538,0.666666667,3.333333333,1.154700538,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX,MX.A,A,San Quintin Bay,Pacific,East.Pacific,East,2014,30.419675,-115.9641889,1,June,6/13/2014,17.855,34,14.08,Intertidal,0.438,10.44,89.575,0,0.68,4.47,0.1184,,358.0977846,130.1712547,29.10717742,72.93941867,2.510137201,67.1886419,65.55361048,65.49597925,0.057631227,0.099392871,2.510137201,3.240639571,12.6027651,0.47386776,11.56639031,11.38602098,11.38909759,0.029197291,0.068738981,0.47386776,0.925728728,56.36127892,2.119201049,51.72646998,50.9198338,50.93359283,0.130574256,0.307410069,2.119201049,4.139984729,30.69107241,11.01248963,18.09949012,17.81829398,17.80305762,0.015236357,0.281196142,11.01248963,1.57909266,5.568079308,3.403220296,2.858608561,2.776679859,2.775235598,0.007865909,0.261279583,3.403220296,0.325581974,24.90120767,15.21966385,12.78408613,12.41768983,12.4112309,0.035177416,1.168477815,15.21966385,1.456046853,8.6,0.419272553,1.875043859,20,0.434633436,0.142377373,0.031836549,0.000196002,0.000604758,0.000135228,0.434829438,0.142166349,0.031789362,134.266,83.45194277,18.66042169,0.75625,20.634,80.54225,0.056127791,1.248140301,4.834700359,0.012550556,0.279092656,1.081071865,MX,MX.A,161.55,0,241.375,0,0,402.925,241.375,161.55,44.3846524,0,76.71013022,0,0,76.71013022,44.3846524,9.924709992,0,17.15290657,0,0,17.15290657,9.924709992,2.205975682,32.31335344,0.201914039,0.201914039,0.045149352,0.208574534,NA,0,NA,0.45,0.55,0.8,0.55,NA,0,NA,0.510417786,0.510417786,0.410391341,0.510417786,NA,0,NA,0.114132887,0.114132887,0.091766294,0.114132887,2.19,0.362593001,0.08107826,1.16,0.201049876,0.044956119,1.875,0.415331193,0.092870878,1.14,0.195744194,0.043769732,2.296333333,0.564992263,0.126336111,1.264104202,0.20654775,0.046185481,1.455,0.303445131,0.067852394,1.12,0.188064938,0.042052599,1.526666667,0.386255074,0.08636926,1.221725542,0.205836441,0.046026427,2.7,1.838477631,1.3,2.7,1.838477631,1.3,2.7,1.838477631,1.3,2.7,1.838477631,1.3,2.684210526,0.680084274,0.156022033,2.763157895,0.810494037,0.185940084,2.80877193,0.674278041,0.154689992,2.811135005,0.700306633,0.16066136
MX,MX.B,B,Punta Banda Estuary,Pacific,East.Pacific,East,2014,31.7584722,-116.6227778,1,July,7/11/2014,25.416,33,14.12,Intertidal,0.324,42.425,55.44,0,1,6.37,0.1127,,1807.995926,622.373741,139.1669992,171.2454977,7.812682555,163.1961025,159.0780143,159.0780143,0,3.383742187,7.812682555,0.236712612,41.32454482,1.047606123,41.08257548,40.72284859,40.72284859,0,0.845531712,1.047606123,0.153078222,184.8089827,4.685037008,183.7268629,182.1181154,182.1181154,0,3.781332772,4.685037008,0.684586619,89.56501379,19.90886097,69.56087995,63.92759248,63.92759248,0,5.633287465,19.90886097,0.095272871,15.95941603,6.303225186,14.83310585,13.49984791,13.49984791,0,2.028576241,6.303225186,0.053418966,71.37267827,28.18887999,66.33566599,60.37315524,60.37315524,0,9.072068747,28.18887999,0.238896879,9.05,0.45,2.01246118,22,0.508317662,0.431659999,0.09652211,0,0,0,0.508317662,0.431659999,0.09652211,2.238383333,3.264619049,0.942414343,0.313,10.6022,45.6221,0.034351128,2.43090842,10.74893933,0.007681146,0.543567647,2.403535902,MX,MX.B,186.175,0,155.75,0,0,341.925,155.75,186.175,53.81627493,0,73.77517412,0,0,73.77517412,53.81627493,12.0336849,0,16.49663044,0,0,16.49663044,12.0336849,2.91432761,36.4090972,0.496646863,0.496646863,0.111053615,0.883430003,NA,0.05,NA,0.9,0.8,0.85,0.8,NA,0.223606798,NA,0.307793506,0.410391341,0.366347549,0.410391341,NA,0.05,NA,0.06882472,0.091766294,0.081917802,0.091766294,2.16,0.364763802,0.081563666,1.25,0.193309133,0.043225236,1.975,0.291773164,0.065242463,1.25,0.193309133,0.043225236,2.303333333,0.350207958,0.07830888,1.39355241,0.164050661,0.036682843,1.85,0.305217782,0.068248771,1.25,0.193309133,0.043225236,2.048,0.396555933,0.088672602,1.369446597,0.16640041,0.037208263,2.070588235,0.939258155,0.227803564,2.1,1.098294132,0.266375454,2.254901961,0.914310698,0.221752917,2.206666667,0.995444659,0.241430793,2.15,1.006034424,0.224956136,1.915,1.057939905,0.236562554,2.362,1.024162131,0.229009614,2.155414237,1.014343566,0.226814117
NC,NC.A,A,Middle Marsh,Atlantic,West.Atlantic,West,2011,34.692458,-76.622589,1,May,5/23/2014,22.6,34,14.15,Intertidal,0.079,NA,NA,NA,1,6.15,0.0832,,590.6402965,230.8879865,54.42082032,54.75148148,23.01927806,30.04571738,25.83004224,25.42398987,0.406052365,0.258174871,22.96804939,0,19.8422296,15.5231757,5.52473975,5.339594403,5.346912104,0.220383784,0.118739187,15.52703687,0,88.73714841,69.42175218,24.70738728,23.87939212,23.91211787,0.985586243,0.531017787,69.43901987,0,20.24474994,9.9744944,10.21445963,9.912605962,9.71223005,0.200375912,0.135305229,10.55820032,0,6.771665002,5.809214016,1.915886872,2.039980129,2.03615907,0.10987645,0.075475742,6.093146691,0,30.28380653,25.97959487,8.568106567,8.89206723,8.87541162,0.478940343,0.328991132,26.55941067,0,8.3,1.015925816,4.543358368,41,0.223153817,0.106996062,0.023925047,0,0,0,0.223153817,0.106996062,0.023925047,1.54681,2.331056946,0.521240179,0.4435,9.9025,45.358,0.03116594,1.754335607,8.236974151,0.006968916,0.392281367,1.841843413,NC,NC.A,194.25,0,148.25,0,0,342.5,148.25,194.25,131.1655744,0,69.04222583,0,0,69.04222583,131.1655744,29.32951406,0,15.43831103,0,0,15.43831103,29.32951406,1.657610905,34.28665457,0.280968435,0.280968435,0.062826452,0.943627819,0.833333333,NA,0.333333333,0,NA,1,0.710526316,0.383482494,NA,0.5,0,NA,0,0.346241304,0.090387691,NA,0.166666667,0,NA,0,0.079433203,1.66,0.364763802,0.081563666,1.24,0.351537974,0.078606281,1.6,0.42031734,0.096427411,1.215789474,0.34361341,0.078830323,1.729649123,0.624405786,0.143248512,1.36154454,0.428885237,0.098393021,1.4,0.364005494,0.0882843,1.117647059,0.187867287,0.04556451,1.458823529,0.455144881,0.110388848,1.196699808,0.164965623,0.040010041,1.228571429,0.213808994,0.080812204,1.228571429,0.213808994,0.080812204,1.228571429,0.213808994,0.080812204,1.228571429,0.213808994,0.080812204,1.85,0.55987636,0.149633251,1.778571429,0.612910549,0.163807234,1.892857143,0.538147911,0.143826079,1.840952381,0.560889371,0.14990399
NC,NC.B,B,Shackleford Island,Atlantic,West.Atlantic,West,2014,34.670544,-76.574561,1,May,5/25/2014,24.4,25,14.2,Intertidal,0.177,20.835,78.49,0,1,6.66,0.1063,,419.3722944,117.440545,26.2605042,5.849599415,1.04211902,4.807480395,3.362587195,2.538703208,0.823883986,0.970736222,1.04211902,0,0.782532361,0.265148611,0.814901089,0.651689398,0.458183685,0.498069567,0.391063293,0.265148611,0,3.499591109,1.185780635,3.64434846,2.91444359,2.049059733,2.227434819,1.748888214,1.185780635,0,4.273007237,1.988295685,2.284711552,1.113591379,0.94179724,0.171794139,1.082916431,1.988295685,0,0.773957908,0.588539027,0.599346819,0.222535966,0.21377205,0.090699946,0.435992814,0.588539027,0,3.461244989,2.632026545,2.680360458,0.995211094,0.95601767,0.405622492,1.94981914,2.632026545,0,4.85,0.608168086,2.719810365,23,0.301817744,0.063000857,0.01408742,0,0,0,0.301817744,0.063000857,0.01408742,0.212185,0.25758041,0.057596731,0.3485,6.1345,25.674,0.02796144,0.701738255,3.429155796,0.006252368,0.156913444,0.766782547,NC,NC.B,217.65,0,151.2,33.65,0,368.85,184.85,217.65,86.77937846,0,53.18349566,30.06882456,0,60.34224757,86.77937846,19.40445893,0,11.89219116,6.723593572,0,13.49293675,19.40445893,1.536371273,35.05208044,0.126029877,0.126029877,0.028181137,0.384451041,0.8,NA,0.444444444,0.111111111,NA,1,0.647058824,0.414039336,NA,0.527046277,0.333333333,NA,0,0.424437344,0.106904497,NA,0.175682092,0.111111111,NA,0,0.102941176,1.773684211,0.361850345,0.083014163,1.442105263,0.40182333,0.092184594,1.542105263,0.464657328,0.106599702,1.347368421,0.406021922,0.093147817,1.623684211,0.498680846,0.114405232,1.487324079,0.413345411,0.094827941,1.294117647,0.311188424,0.075474279,1.2,0.285043856,0.06913329,1.298039216,0.305839144,0.074176888,1.24751634,0.269420254,0.06534401,2.09,0.996047745,0.314977953,2.09,0.996047745,0.314977953,2.083333333,0.996939762,0.315260034,2.085,0.996675028,0.315176317,2.346153846,0.6814389,0.188997146,2.3,0.816496581,0.226455407,2.366666667,0.670544279,0.185975521,2.341794872,0.69672862,0.193237751
NN,NN.A,A,Misvaerfjorden,Atlantic,East.Atlantic,East,2014,67.2147,15.0083,1,June,6/17/2014,8,24.5,24,Subtidal,,9.23,90.775,0,0.32,3.37,0.1231,,185.9,85.35369138,19.0856656,8.893139896,8.70630433,0.186835566,0.093417783,0.093417783,0,0.093417783,8.70630433,0,3.188736824,3.211522006,0.186835566,0.093417783,0.093417783,0,0.093417783,3.211522006,0,13.89938157,13.99869988,0.814397351,0.407198676,0.407198676,0,0.407198676,13.99869988,0,8.682433763,8.543864193,0.13856957,0.0851036,0.0851036,0,0.05346597,8.543864193,0,5.660161302,5.663822935,0.107675948,0.0851036,0.0851036,0,0.0385166,5.663822935,0,24.67207112,24.68803181,0.469348578,0.370957994,0.370957994,0,0.167889965,24.68803181,0,1.2,0.155597321,0.695852374,6,0.092563423,0.040812236,0.009125893,0,0,0,0.092563423,0.040812236,0.009125893,8.934855,10.993878,2.458305854,0.3075,3.0775,22.8775,0.03354102,0.842376807,2.359051716,0.0075,0.18836118,0.5275,NN,NN.A,67.9,0,30.9,0,0,98.8,30.9,67.9,44.71653409,0,18.57530902,0,0,18.57530902,44.71653409,9.998920994,0,4.153565368,0,0,4.153565368,9.998920994,2.404409462,38.22035227,0.494694054,0.494694054,0.110616953,1.088059664,0.2,0,NA,0.05,NA,0.1,0.2,0.410391341,0,NA,0.223606798,NA,0.307793506,0.410391341,0.091766294,0,NA,0.05,NA,0.06882472,0.091766294,1.661111111,1.600418654,0.377222294,1.661111111,1.601888183,0.377568666,4.75,4.596194078,3.25,4.75,4.596194078,3.25,4.75,4.596194078,3.25,4.75,4.596194078,3.25,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,4.5,4.949747468,3.5,4.5,4.949747468,3.5,4.5,4.949747468,3.5,4.5,4.949747468,3.5,1.652941176,1.647011554,0.399458977,1.652941176,1.648528756,0.399826952,1.656862745,1.646450927,0.399323005,1.657647059,1.646904405,0.399432989
NN,NN.B,B,Rövika,Atlantic,East.Atlantic,East,2014,67.26672333,15.25606333,1,June,6/20/2014,10.5,18.5,24,Subtidal,,3.055,96.945,0,0.74,2.3,0.0702,,651.875,134.4013897,30.05306436,10.48578393,10.3117844,0.173999527,0,0,0,0.13875351,10.3117844,0,0.946657914,0.965907792,0.093918984,0,0,0,0.089962682,0.965907792,0,4.233582895,4.319670965,0.420018465,0,0,0,0.402325346,4.319670965,0,5.481230232,4.069645193,1.411585039,0,0,0,1.411585039,4.069645193,0,1.370406841,0.42467587,1.373312754,0,0,0,1.373312754,0.42467587,0,6.128645709,1.899208229,6.141641343,0,0,0,6.141641343,1.899208229,0,3.5,0.235081173,1.051314966,8,0.088102212,0.047436295,0.010607078,0,0,0,0.088102212,0.047436295,0.010607078,5.951185,11.27313261,2.520749083,0.265,4.465,23.1725,0.06091409,1.668287808,6.691815012,0.013620805,0.373040494,1.496335326,NN,NN.B,259.45,0,68.05,0,0,327.5,68.05,259.45,143.5656736,0,35.693837,0,0,35.693837,143.5656736,32.10226054,0,7.981384592,0,0,7.981384592,32.10226054,1.726028872,38.11927624,0.293266461,0.293266461,0.065576374,0.285889608,0.25,0,NA,0,NA,0,0.25,0.444261658,0,NA,0,NA,0,0.444261658,0.099339927,0,NA,0,NA,0,0.099339927,1.4,0.177704663,0.039735971,1.23,0.186660401,0.041738535,2.95,3.37194306,1.68597153,2.95,3.37194306,1.68597153,2.95,3.37194306,1.68597153,2.95,3.37194306,1.68597153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.810511777,2.2,3.6,3.810511777,2.2,3.6,3.810511777,2.2,3.6,3.810511777,2.2,1.385,0.163111199,0.036472773,1.23,0.186660401,0.041738535,1.5,0.257063944,0.057481245,1.293369191,0.128555817,0.028745955
