"Site","Site.Code","Sampling.Time","Unique.ID","Plot.ID","Leaf.PercN","Leaf.PercC","Leaf.CHN.Moldy","Zostera.shoots.per.m2.core","Zostera.sheath.width","Zostera.sheath.length","Zostera.longest.leaf.length","periphyton.mass.per.g.zostera","Epibiota.Macroalgae","Epibiota.MobileInvertebrate","Epibiota.Seagrass","Epibiota.SessileInvertebrate","Epibiota.SD.Periphyton","Epibiota.SD.SessileInvertebrate","Epibiota.SD.Macroalgae","Epibiota.SD.TotalEpibiota","mesograzer.abund.per.g.plant","mollusc.abund.per.g.plant","crustacean.abund.per.g.plant","amphipod.abund.per.g.plant","gammarid.abund.per.g.plant","caprellid.abund.per.g.plant","isopod.abund.per.g.plant","gastropod.abund.per.g.plant","Std.Abund.Polychaetes","Plot.Grazer.Richness","mesograzer.mass.per.g.plant","mollusc.mass.per.g.plant","crustacean.mass.per.g.plant","amphipod.mass.per.g.plant","gammarid.mass.per.g.plant","caprellid.mass.per.g.plant","isopod.mass.per.g.plant","gastropod.mass.per.g.plant","Std.Biomass.Polychaetes","Zostera.aboveground.mean.mass","Mean.Above.OtherSeagrass.g","total.macrophytes.aboveground.mean.mass","Zostera.belowground.mean.mass","Mean.Below.OtherSeagrass.g","Mean.Total.Below.macrophytes.core.g","Mean.Macroalgae.g","Mean.Total.Seagrass.Biomass.Above","Mean.Total.Seagrass.Biomass.Below","TOTAL.Seagrass.Biomass","TOTAL.Macrophyte.Biomass","Macroalgae","amphipod.survival.24hr","caprellid.survival.24hr","gastropod.survival.24hr","isopod.survival.24hr","lettuce.survival.24hr","Pdn.Shrimp","squid.survival.24hr","Pdn.Crustacean","grazer.richness.plot","grazer.richness.site","Subsite","Subsite.Name","Ocean","Coast","Basin","Latitude","Longitude","Date.Collected","Temperature.C","Salinity.ppt","Day.length.hours","Depth.Categorical","Depth.m","Perc.Silt","Perc.Sand","Perc.Gravel","glaciation","mean.fetch","pop.density.2015","GenotypicRichness","AllelicRichness","Inbreeding","log10.mean.fetch","log10.Zostera.AG.mass","log10.macrophytes.total.AG.mass.core","log10.Zostera.BG.mass","log10.Zostera.shoots.core","log10.Zostera.sheath.width","log10.Zostera.sheath.length","log10.Zostera.longest.leaf.length","log10.periphyton.mass.per.g.zostera","log10.mesograzer.abund.per.g.plant","log10.crustacean.abund.per.g.plant","log10.amphipod.abund.per.g.plant","log10.gammarid.abund.per.g.plant","log10.gastropod.abund.per.g.plant","log10.mesograzer.mass.per.g.plant","log10.crustacean.mass.per.g.plant","log10.amphipod.mass.per.g.plant","log10.gammarid.mass.per.g.plant","log10.gastropod.mass.per.g.plant","log10.grazer.richness.plot","log10.grazer.richness.site","log10.Leaf.PercN","log10.GenotypicRichness","log10.AllelicRichness","crustacean.mean.body.mass","log10.crustacean.mean.body.mass","gastropod.mean.body.mass","log10.gastropod.mean.body.mass","mesograzer.mean.body.mass","log10.mesograzer.mean.body.mass","basin"
"NN.A","NN",1,"NN.A.1.6",6,1.891885996,38.89633942,"N",256,0.25,1.9,19.9,0.0182,0,0,0.1791,0,0.101619207,0,0,0.101619207,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,53,131,0,131,0,53,131,184,184,18.133,0,NA,0,NA,0,NA,1,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.73239375982297,1.73239375982297,2.12057393120585,2.40993312333129,-0.602059991327962,0.278753600952829,1.29885307640971,-1.73754891026957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.845098040014257,0.27689496250983,-0.494850021680094,0.527629900871339,NA,NA,NA,NA,NA,NA,"East"
"NN.A","NN",1,"NN.A.1.7",7,1.964512348,38.16971588,"N",316,0.3,2.2,21.9,0.0312,0,0,0.3949,0,0.079007344,0,0,0.079007344,14.32664756,14.32664756,0,0,0,0,0,14.32664756,0,3,7.888252149,7.888252149,0,0,0,0,0,7.888252149,0,26,0,26,61,0,61,0,26,61,87,87,0.3833,1,NA,0,NA,0,NA,0,1,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.43136376415899,1.43136376415899,1.79239168949825,2.50105926221775,-0.522878745280338,0.342422680822206,1.34044411484012,-1.50445566245355,1.15916542219918,-1,-1,-1,1.15916542219918,0.902451764910609,-1,-1,-1,0.902451764910609,0,0.845098040014257,0.293254762927112,-0.494850021680094,0.527629900871339,NA,NA,0.550600000171987,-0.259163792807031,0.550600000171987,-0.259163792807031,"East"
"NN.A","NN",1,"NN.A.1.8",8,2.591506243,37.71281815,"N",144,0.3,2.75,22.7,0.0267,0,0,0.3044,0,0.087713535,0,0,0.087713535,5.382131324,5.382131324,0,0,0,0,0,5.382131324,0,2,0.979547901,0.979547901,0,0,0,0,0,0.979547901,0,14,0,14,40,0,40,0,14,40,54,54,1.4717,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.17609125905568,1.17609125905568,1.61278385671974,2.16136800223497,-0.522878745280338,0.439332693830263,1.35602585719312,-1.57186520597121,0.738949434816289,-1,-1,-1,0.738949434816289,0.0332419173311473,-1,-1,-1,0.0332419173311473,0,0.845098040014257,0.413552259402517,-0.494850021680094,0.527629900871339,NA,NA,0.182000000005946,-0.739928612000738,0.182000000005946,-0.739928612000738,"East"
"NN.A","NN",1,"NN.A.1.9",9,2.542943954,37.77396393,"N",160,0.35,3.4,26.1,0.0222,0,0,0.3575,0,0.062097902,0,0,0.062097902,2.307869836,2.307869836,0,0,0,0,0,2.307869836,0,1,108.5045003,108.5045003,0,0,0,0,0,108.5045003,0,20,0,20,58,0,58,0,20,58,78,78,0.6919,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.32221929473392,1.32221929473392,1.77085201164214,2.20682587603185,-0.455931955649724,0.531478917042255,1.41664050733828,-1.65169513695184,0.381633006242413,-1,-1,-1,0.381633006242413,2.03584782170736,-1,-1,-1,2.03584782170736,0,0.845098040014257,0.405336788513593,-0.494850021680094,0.527629900871339,NA,NA,47.0149999828673,1.67223644028629,47.0149999828673,1.67223644028629,"East"
"NN.A","NN",1,"NN.A.1.10",10,2.378429174,38.29820633,"N",192,0.3,2.6,20.2,0.0183,0,0,0.2898,0,0.063146998,0,0,0.063146998,17.71479185,17.71479185,0,0,0,0,0,17.71479185,0,1,4.844995571,4.844995571,0,0,0,0,0,4.844995571,0,19,0,19,48,0,48,0,19,48,67,67,2.654,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.30102999566398,1.30102999566398,1.69019608002851,2.28555730900777,-0.522878745280338,0.414973347970818,1.30535136944662,-1.73518217699046,1.25078075237188,-1,-1,-1,1.25078075237188,0.694165906956227,-1,-1,-1,0.694165906956227,0,0.845098040014257,0.376290223319951,-0.494850021680094,0.527629900871339,NA,NA,0.273500000001411,-0.563042669328309,0.273500000001411,-0.563042669328309,"East"
"NN.A","NN",1,"NN.A.1.11",11,2.758769989,38.26115036,"N",132,0.3,2.55,17.75,0.0413,0,0,0.2204,0,0.18738657,0,0,0.18738657,0,0,0,0,0,0,0,0,0,0,0.494641385,0.494641385,0,0,0,0,0,0.494641385,0,15,0,15,66,0,66,0,15,66,81,81,2.8686,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.20411998265592,1.20411998265592,1.82607480270083,2.12385164096709,-0.522878745280338,0.406540180433955,1.24919835739111,-1.3829996588791,-1,-1,-1,-1,-1,-0.225744868673496,-1,-1,-1,-0.225744868673496,0,0.845098040014257,0.440715492914052,-0.494850021680094,0.527629900871339,NA,NA,NA,NA,NA,NA,"East"
"NN.A","NN",1,"NN.A.1.12",12,2.337546825,38.65946198,"N",158,0.3,2.45,21.15,0.0204,0,0,0.1821,0,0.112026359,0,0,0.112026359,16.63339987,16.63339987,0,0,0,0,0,16.63339987,0,1,3.612774451,3.612774451,0,0,0,0,0,3.612774451,0,24,0,24,41,0,41,0,24,41,65,65,35.8494,1,NA,0,NA,0,NA,0,1,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.39794000867204,1.39794000867204,1.6232492903979,2.20139712432045,-0.522878745280338,0.389166084364532,1.32531037171106,-1.68824613894425,1.22358418930482,-1,-1,-1,1.22358418930482,0.569698566877281,-1,-1,-1,0.569698566877281,0,0.845098040014257,0.368760319281639,-0.494850021680094,0.527629900871339,NA,NA,0.217199999954068,-0.663140179175032,0.217199999954068,-0.663140179175032,"East"
"NN.A","NN",1,"NN.A.1.13",13,2.760756016,36.58272171,"N",108,0.35,3.45,24.2,0.025,0,0,0.2868,0,0.087168759,0,0,0.087168759,5.431830527,5.431830527,0,0,0,0,0,5.431830527,0,1,1.151548072,1.151548072,0,0,0,0,0,1.151548072,0,5,0,5,20,0,20,0,5,20,25,25,0.222,1,NA,0,NA,0,NA,0,1,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,0.778151250383644,0.778151250383644,1.32221929473392,2.03742649794062,-0.455931955649724,0.537819095073274,1.38381536598043,-1.60032627851896,0.742868866607891,-1,-1,-1,0.742868866607891,0.0974475355290427,-1,-1,-1,0.0974475355290427,0,0.845098040014257,0.441028027216256,-0.494850021680094,0.527629900871339,NA,NA,0.212000000050812,-0.673664138967158,0.212000000050812,-0.673664138967158,"East"
"NN.A","NN",1,"NN.A.1.14",14,2.417167425,34.1937561,"N",74,0.3,2.3,20.9,0.0261,0,0,0.2583,0,0.101045296,0,0,0.101045296,2.849002849,2.849002849,0,0,0,0,0,2.849002849,0,1,1.296296296,1.296296296,0,0,0,0,0,1.296296296,0,5,0,5,5,0,5,0,5,5,10,10,19.6671,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,0.778151250383644,0.778151250383644,0.778151250383644,1.8750612633917,-0.522878745280338,0.361727836017593,1.32014628611105,-1.58169870868025,0.469675192119238,-1,-1,-1,0.469675192119238,0.144977585954648,-1,-1,-1,0.144977585954648,0,0.845098040014257,0.383306732838509,-0.494850021680094,0.527629900871339,NA,NA,0.454999999896455,-0.341988603441721,0.454999999896455,-0.341988603441721,"East"
"NN.A","NN",1,"NN.A.1.15",15,2.809875011,38.49996567,"N",96,0.3,2.95,25,0.0239,0,0,0.1783,0,0.134043746,0,0,0.134043746,56.81818182,56.81818182,0,0,0,0,0,56.81818182,0,1,21.02272727,20.36363636,0.659090909,0,0,0,0.659090909,20.36363636,0,23,0,23,49,0,49,0,23,49,72,72,0.1626,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.38021124171161,1.38021124171161,1.69897000433602,1.98677173426624,-0.522878745280338,0.469822015978163,1.39794000867204,-1.61978875828839,1.75525101864076,-1,-1,-1,1.75525101864076,1.32474999160059,-0.119706209726634,-1,-1,1.31098280976512,0,0.845098040014257,0.448687002025981,-0.494850021680094,0.527629900871339,NA,NA,0.358399999924531,-0.445631999101362,0.36999999994016,-0.431798276003243,"East"
"NN.A","NN",1,"NN.A.1.16",16,2.834618568,50.3653183,"N",108,0.35,3.55,24.2,0.0205,0,0,0.2931,0,0.069941999,0,0,0.069941999,2.093802345,2.093802345,0,0,0,0,0,2.093802345,0,1,0.443886097,0.443886097,0,0,0,0,0,0.443886097,0,22,0,22,28,0,28,0,22,28,50,50,0.9331,1,NA,0,NA,0,NA,0,1,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.36172783601759,1.36172783601759,1.46239799789896,2.03742649794062,-0.455931955649724,0.550228353055094,1.38381536598043,-1.68613277963085,0.341197496373292,-1,-1,-1,0.341197496373292,-0.264492042625082,-1,-1,-1,-0.264492042625082,0,0.845098040014257,0.452494627617752,-0.494850021680094,0.527629900871339,NA,NA,0.211999999933136,-0.673664139208223,0.211999999933136,-0.673664139208223,"East"
"NN.A","NN",1,"NN.A.1.17",17,1.250853419,23.82324028,"N",172,0.3,3,21.4,0.0238,0,0,0.3019,0,0.078834051,0,0,0.078834051,28.9017341,28.9017341,0,0,0,0,0,28.9017341,0,1,7.904624277,7.904624277,0,0,0,0,0,7.904624277,0,35,0,35,143,0,143,0,35,143,178,178,11.199,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.55630250076729,1.55630250076729,2.15836249209525,2.2380461031288,-0.522878745280338,0.477121254719662,1.33041377334919,-1.62160209905186,1.462423966435,-1,-1,-1,1.462423966435,0.903340951713766,-1,-1,-1,0.903340951713766,0,0.845098040014257,0.0972064199657954,-0.494850021680094,0.527629900871339,NA,NA,0.27350000002249,-0.563042669294838,0.27350000002249,-0.563042669294838,"East"
"NN.A","NN",1,"NN.A.1.18",18,3.641808748,46.80968094,"N",200,0.25,4.5,25.35,0.0301,0,0,0.6046,0,0.049784982,0,0,0.049784982,3.549875754,0,3.549875754,1.774937877,1.774937877,0,1.774937877,0,0,1,1.973730919,0,1.973730919,1.616968406,1.616968406,0,0.356762513,0,0,72,0,72,141,0,141,0,72,141,213,213,4.8573,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.86332286012046,1.86332286012046,2.15228834438306,2.30319605742049,-0.602059991327962,0.653212513775344,1.40397796366935,-1.51999305704285,0.562278080820692,0.562278080820692,0.272986882664773,0.272986882664773,-1,0.316752402981238,0.316752402981238,0.2347623037654,0.2347623037654,-1,0,0.845098040014257,0.561317134795205,-0.494850021680094,0.527629900871339,0.555999999936899,-0.254925208467231,NA,NA,0.555999999936899,-0.254925208467231,"East"
"NN.A","NN",1,"NN.A.1.19",19,2.477119923,38.08795547,"N",156,0.3,4.4,24.85,0.0253,0,0,0.5501,0,0.045991638,0,0,0.045991638,0.989511181,0.989511181,0,0,0,0,0,0.989511181,0,1,0.232535128,0.232535128,0,0,0,0,0,0.232535128,0,30,0,30,63,0,63,0,30,63,93,93,6.4603,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.49136169383427,1.49136169383427,1.80617997398389,2.19589965240923,-0.522878745280338,0.643452676486187,1.39532639306935,-1.59516628338006,0.0372316915090167,-1,-1,-1,0.0372316915090167,-0.47816247038873,-1,-1,-1,-0.47816247038873,0,0.845098040014257,0.393947032276766,-0.494850021680094,0.527629900871339,NA,NA,0.235000000469929,-0.628932136859806,0.235000000469929,-0.628932136859806,"East"
"NN.A","NN",1,"NN.A.1.20",20,2.69548893,37.90031433,"N",114,0.3,4.95,26,0.03,0,0,0.4316,0,0.069508804,0,0,0.069508804,1.760253477,1.760253477,0,0,0,0,0,1.760253477,0,1,0.735785953,0.735785953,0,0,0,0,0,0.735785953,0,15,0,15,29,0,29,0,15,29,44,44,0.8556,0,NA,0,NA,0,NA,0,0,0,6,"A","Misvaerfjorden","Atlantic","East.Atlantic","East",67.2147,15.0083,"6/17/14",8,24.5,24,"Subtidal",NA,9.23,90.775,0,1,0.34125,1,0.32,3.37,0.1231,-0.466927339951188,1.20411998265592,1.20411998265592,1.47712125471966,2.06069784035361,-0.522878745280338,0.694605198933569,1.41497334797082,-1.52143350440616,0.269572124950219,-1,-1,-1,0.269572124950219,-0.0779049322900869,-1,-1,-1,-0.0779049322900869,0,0.845098040014257,0.430637552580983,-0.494850021680094,0.527629900871339,NA,NA,0.417999999780713,-0.3788237184528,0.417999999780713,-0.3788237184528,"East"
"NN.B","NN",1,"NN.B.1.1",1,1.932384849,35.74769974,"N",800,0.3,6.35,31.25,0.0276,0,0,0.5972,0,0.046215673,0,0,0.046215673,8.173577055,7.430524595,0.74305246,0,0,0,0.74305246,7.430524595,0,4,30.3314014,2.833259028,27.49814237,0,0,0,27.49814237,2.833259028,0,93,0,93,374,0,374,0,93,374,467,467,45.3216,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.9731278535997,1.9731278535997,2.57403126772772,2.90363251608424,-0.522878745280338,0.802773725291976,1.49485002168009,-1.55752023093555,0.917693316006618,-0.0741454000138665,-1,-1,0.876825231284099,1.48332195256431,1.44087985070256,-1,-1,0.467350416019719,0.778151250383644,0.954242509439325,0.286093623711247,-0.130768280269024,0.361727836017593,37.0069999768253,1.56828387984466,0.381299999990108,-0.418733194737596,3.71090909107481,0.569480315241221,"East"
"NN.B","NN",1,"NN.B.1.2",2,2.189972162,37.72408676,"N",700,0.2,3.2,23.05,0.0275,0,0,0.2641,0,0.104127225,0,0,0.104127225,10.75268817,10.75268817,0,0,0,0,0,10.75268817,0,4,8.147465438,8.147465438,0,0,0,0,0,8.147465438,0,133,0,133,561,0,561,0,133,561,694,694,0.5246,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,2.12710479836481,2.12710479836481,2.74973631556906,2.84571801796666,-0.698970004336019,0.505149978319906,1.36267092972567,-1.55909091793478,1.03553732461755,-1,-1,-1,1.03553732461755,0.916320504257717,-1,-1,-1,0.916320504257717,0.778151250383644,0.954242509439325,0.340438594307412,-0.130768280269024,0.361727836017593,NA,NA,0.757714285877966,-0.120494524523725,0.757714285877966,-0.120494524523725,"East"
"NN.B","NN",1,"NN.B.1.3",3,2.023447752,37.3261528,"N",500,0.2,3.7,18.15,0.0197,0,0,0.1441,0,0.136710618,0,0,0.136710618,10.47577477,10.47577477,0,0,0,0,0,10.47577477,0,3,4.105630729,4.105630729,0,0,0,0,0,4.105630729,0,58,0,58,176,0,176,0,58,176,234,234,0.0331,1,NA,0,NA,0,NA,0,1,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.77085201164214,1.77085201164214,2.24797326636181,2.69983772586725,-0.698970004336019,0.568201724066995,1.25887662937213,-1.70333480973847,1.0243121931639,-1,-1,-1,1.0243121931639,0.623831137252327,-1,-1,-1,0.623831137252327,0.778151250383644,0.954242509439325,0.306091994835298,-0.130768280269024,0.361727836017593,NA,NA,0.391916666703975,-0.406806267260203,0.391916666703975,-0.406806267260203,"East"
"NN.B","NN",1,"NN.B.1.4",4,2.072604656,38.79517365,"N",625,0.25,3.55,27.75,0.0216,0,0,0.2355,0,0.091719745,0,0,0.091719745,12.68856619,11.98364585,0.704920344,0,0,0,0,11.98364585,0,5,3.911602989,3.911602989,0,0,0,0,0,3.911602989,0,107,0,107,183,0,183,0,107,183,290,290,0.1065,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,2.03342375548695,2.03342375548695,2.26481782300954,2.79657433321043,-0.602059991327962,0.550228353055094,1.4432629874587,-1.66354026615147,1.10682185560633,-0.094247095871804,-1,-1,1.08219798839497,0.603317946228219,-1,-1,-1,0.603317946228219,0.778151250383644,0.954242509439325,0.316516469439799,-0.130768280269024,0.361727836017593,0,-Inf,0.326411764663423,-0.486234196620601,0.308277777837718,-0.511057780204698,"East"
"NN.B","NN",1,"NN.B.1.5",5,1.927137852,37.58760452,"N",650,0.15,2.25,12.2,0.0285,0,0,0.2711,0,0.105127259,0,0,0.105127259,8.599376545,8.599376545,0,0,0,0,0,8.599376545,0,3,4.799527034,4.799527034,0,0,0,0,0,4.799527034,0,23,0,23,192,0,192,0,23,192,215,215,0.0595,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.38021124171161,1.38021124171161,2.28555730900777,2.81358098856819,-0.823908740944319,0.352182518111362,1.08635983067475,-1.54363396687096,0.939488129311915,-1,-1,-1,0.939488129311915,0.690154158306501,-1,-1,-1,0.690154158306501,0.778151250383644,0.954242509439325,0.284912781713894,-0.130768280269024,0.361727836017593,NA,NA,0.558124999979286,-0.253268523783496,0.558124999979286,-0.253268523783496,"East"
"NN.B","NN",1,"NN.B.1.6",6,1.722500324,37.65407562,"N",725,0.2,3.2,15.95,0.0225,0,0,0.116,0,0.193965517,0,0,0.193965517,8.443568815,8.443568815,0,0,0,0,0,8.443568815,0,2,4.22459893,4.22459893,0,0,0,0,0,4.22459893,0,28,0,28,330,0,330,0,28,330,358,358,1.1485,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.46239799789896,1.46239799789896,2.51982799377572,2.86093662070009,-0.698970004336019,0.505149978319906,1.2027606873932,-1.6458915608526,0.931639321848393,-1,-1,-1,0.931639321848393,0.635945836525785,-1,-1,-1,0.635945836525785,0.778151250383644,0.954242509439325,0.236159312269881,-0.130768280269024,0.361727836017593,NA,NA,0.50033333328142,-0.300740562521453,0.50033333328142,-0.300740562521453,"East"
"NN.B","NN",1,"NN.B.1.7",7,1.904271007,37.26659012,"N",700,0.2,2.05,18.75,0.0211,0,0,0.1789,0,0.117942985,0,0,0.117942985,11.59084323,11.59084323,0,0,0,0,0,11.59084323,0,4,6.46913938,6.46913938,0,0,0,0,0,6.46913938,0,92,0,92,303,0,303,0,92,303,395,395,0.041,1,NA,0,NA,0,NA,0,1,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.96848294855394,1.96848294855394,2.48287358360875,2.84571801796666,-0.698970004336019,0.311753861055754,1.27300127206374,-1.67366413907125,1.06784583681871,-1,-1,-1,1.06784583681871,0.817508476561428,-1,-1,-1,0.817508476561428,0.778151250383644,0.954242509439325,0.279728755219267,-0.130768280269024,0.361727836017593,NA,NA,0.558125000194658,-0.253268523615909,0.558125000194658,-0.253268523615909,"East"
"NN.B","NN",1,"NN.B.1.8",8,1.770230055,36.62435913,"N",675,0.2,2.85,12.45,0.0249,0,0,0.2205,0,0.11292517,0,0,0.11292517,14.00560224,14.00560224,0,0,0,0,0,14.00560224,0,4,5.884687208,5.884687208,0,0,0,0,0,5.884687208,0,44,0,44,197,0,197,0,44,197,241,241,4.201,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.65321251377534,1.65321251377534,2.29666519026153,2.82994669594164,-0.698970004336019,0.45484486000851,1.09516935143176,-1.60205999132796,1.14939163313054,-1,-1,-1,1.14939163313054,0.777041456765907,-1,-1,-1,0.777041456765907,0.778151250383644,0.954242509439325,0.248029709935034,-0.130768280269024,0.361727836017593,NA,NA,0.420166666678091,-0.37657840469539,0.420166666678091,-0.37657840469539,"East"
"NN.B","NN",1,"NN.B.1.9",9,1.998511076,36.90634155,"N",675,0.2,2.75,14.5,0.0255,0,0,0.1389,0,0.183585313,0,0,0.183585313,8.382229673,8.382229673,0,0,0,0,0,8.382229673,0,1,1.953059514,1.953059514,0,0,0,0,0,1.953059514,0,59,0,59,301,0,301,0,59,301,360,360,0.0082,1,NA,0,NA,0,NA,0,1,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,1.77815125038364,1.77815125038364,2.48000694295715,2.82994669594164,-0.698970004336019,0.439332693830263,1.16136800223497,-1.59176003468815,0.928510027657542,-1,-1,-1,0.928510027657542,0.312401538862639,-1,-1,-1,0.312401538862639,0.778151250383644,0.954242509439325,0.300706559517491,-0.130768280269024,0.361727836017593,NA,NA,0.233000000022786,-0.632644078931509,0.233000000022786,-0.632644078931509,"East"
"NN.B","NN",1,"NN.B.1.10",10,2.032944679,37.35589981,"N",475,0.25,3.25,17.85,0.0246,0,0,0.1852,0,0.132829374,0,0,0.132829374,8.327781479,6.662225183,1.665556296,0,0,0,1.665556296,6.662225183,0,2,2.018654231,1.417388408,0.601265823,0,0,0,0.601265823,1.417388408,0,7,0,7,51,0,51,0,7,51,58,58,0.5614,0,NA,0,NA,0,NA,0,0,5,8,"B","R_vika","Atlantic","East.Atlantic","East",67.26672333,15.25606333,"6/20/14",10.5,18.5,24,"Subtidal",NA,3.055,96.945,0,1,2.16625,1,0.74,2.3,0.0702,0.335708575721973,0.903089986991944,0.903089986991944,1.7160033436348,2.67760695272049,-0.602059991327962,0.511883360978874,1.25163822044821,-1.60730304674033,0.925713266412235,0.246881569903852,-1,-1,0.830089628734689,0.326060084685443,-0.154117326428744,-1,-1,0.181096761973426,0.778151250383644,0.954242509439325,0.308125560668572,-0.130768280269024,0.361727836017593,0.361000000086458,-0.442492797990331,0.212750000047544,-0.672130431146321,0.242400000058887,-0.615467384400246,"East"
